country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,loss_per_user,cluster_id,risk_profile
USA,2024,SQL Injection,Retail,86.29,457411,Nation-state,Zero-day,VPN,34.0,188.64872073474402,0,High-Impact Rapid-Response Incidents
China,2018,Malware,Education,62.82,580609,Unknown,Weak Passwords,AI-based Detection,29.0,108.19673825242117,0,High-Impact Rapid-Response Incidents
UK,2022,Phishing,Banking,18.45,848022,Hacker Group,Social Engineering,Antivirus,10.0,21.756511033911856,0,High-Impact Rapid-Response Incidents
Brazil,2022,Phishing,Education,75.42,761590,Unknown,Unpatched Software,AI-based Detection,45.0,99.02966162896047,2,Critical High-Impact Incidents
Brazil,2022,DDoS,Education,17.68,366968,Nation-state,Social Engineering,VPN,47.0,48.178587778770904,1,Widespread Low-Loss Incidents
Brazil,2021,Man-in-the-Middle,Education,27.95,625370,Insider,Social Engineering,Firewall,24.0,44.6935414234773,0,High-Impact Rapid-Response Incidents
UK,2018,Ransomware,Healthcare,60.01,193378,Unknown,Unpatched Software,Encryption,32.0,310.3248559815491,0,High-Impact Rapid-Response Incidents
Brazil,2024,DDoS,Healthcare,92.34,375691,Insider,Zero-day,Encryption,21.0,245.78709631053178,0,High-Impact Rapid-Response Incidents
Australia,2017,SQL Injection,Banking,7.21,526324,Insider,Unpatched Software,VPN,39.0,13.698786298933737,1,Widespread Low-Loss Incidents
France,2020,Malware,Healthcare,76.42,50468,Hacker Group,Social Engineering,AI-based Detection,64.0,1514.226836807482,3,Concentrated High-Cost Incidents
India,2020,Phishing,IT,3.2,922656,Insider,Zero-day,AI-based Detection,17.0,3.468248187840322,1,Widespread Low-Loss Incidents
India,2018,Ransomware,Retail,62.59,498457,Insider,Weak Passwords,VPN,12.0,125.5675013090397,0,High-Impact Rapid-Response Incidents
Brazil,2023,SQL Injection,Education,89.04,351850,Hacker Group,Social Engineering,Encryption,21.0,253.06238453886598,0,High-Impact Rapid-Response Incidents
USA,2015,DDoS,Retail,76.95,391982,Unknown,Social Engineering,Firewall,46.0,196.31003464444797,2,Critical High-Impact Incidents
Australia,2021,Malware,Telecommunications,51.66,247243,Nation-state,Zero-day,Antivirus,69.0,208.94423704614488,2,Critical High-Impact Incidents
Japan,2020,Phishing,Banking,39.33,257190,Insider,Unpatched Software,Encryption,14.0,152.9219643065438,0,High-Impact Rapid-Response Incidents
Australia,2015,SQL Injection,Retail,89.77,804658,Nation-state,Unpatched Software,AI-based Detection,23.0,111.56292486994475,0,High-Impact Rapid-Response Incidents
Russia,2024,Man-in-the-Middle,Education,75.95,758032,Insider,Social Engineering,Antivirus,30.0,100.19365937058066,0,High-Impact Rapid-Response Incidents
France,2017,DDoS,Telecommunications,13.31,381948,Unknown,Weak Passwords,AI-based Detection,46.0,34.84767559981987,1,Widespread Low-Loss Incidents
Australia,2018,DDoS,Retail,40.0,152435,Unknown,Weak Passwords,Firewall,26.0,262.40692754288716,0,High-Impact Rapid-Response Incidents
Brazil,2020,Ransomware,Banking,99.9,429566,Nation-state,Zero-day,AI-based Detection,54.0,232.56030505207582,2,Critical High-Impact Incidents
Germany,2022,Ransomware,Healthcare,61.99,496292,Nation-state,Zero-day,AI-based Detection,21.0,124.90630515905958,0,High-Impact Rapid-Response Incidents
Germany,2023,Man-in-the-Middle,Healthcare,75.8,943724,Insider,Unpatched Software,AI-based Detection,58.0,80.32009358668424,2,Critical High-Impact Incidents
Japan,2022,Man-in-the-Middle,Government,39.87,243600,Unknown,Weak Passwords,AI-based Detection,40.0,163.66995073891624,2,Critical High-Impact Incidents
USA,2017,Phishing,IT,48.96,480386,Nation-state,Zero-day,Antivirus,18.0,101.9180409087692,0,High-Impact Rapid-Response Incidents
India,2020,Ransomware,Healthcare,70.67,564046,Insider,Social Engineering,Firewall,39.0,125.29119965392894,2,Critical High-Impact Incidents
Japan,2022,Malware,Retail,26.7,50007,Nation-state,Weak Passwords,Antivirus,19.0,533.925250464935,3,Concentrated High-Cost Incidents
Australia,2023,Malware,Retail,99.72,307143,Hacker Group,Social Engineering,VPN,1.0,324.6696164327365,0,High-Impact Rapid-Response Incidents
Russia,2023,DDoS,IT,22.71,356964,Insider,Unpatched Software,Firewall,27.0,63.61986082630181,0,High-Impact Rapid-Response Incidents
USA,2024,SQL Injection,Retail,94.83,891369,Hacker Group,Social Engineering,Antivirus,71.0,106.38691720263998,2,Critical High-Impact Incidents
Japan,2020,DDoS,Retail,37.81,482700,Insider,Unpatched Software,VPN,55.0,78.33022581313445,2,Critical High-Impact Incidents
China,2018,Phishing,Healthcare,42.93,596628,Hacker Group,Unpatched Software,Antivirus,60.0,71.95438363603452,2,Critical High-Impact Incidents
Russia,2022,Ransomware,Telecommunications,89.33,776295,Unknown,Zero-day,VPN,40.0,115.07223413779556,2,Critical High-Impact Incidents
USA,2016,Phishing,Banking,38.58,447486,Insider,Weak Passwords,Encryption,7.0,86.21498773145976,0,High-Impact Rapid-Response Incidents
USA,2022,Man-in-the-Middle,Retail,75.51,298887,Nation-state,Zero-day,VPN,44.0,252.63728432484518,2,Critical High-Impact Incidents
India,2015,Ransomware,Government,56.3,59582,Nation-state,Unpatched Software,VPN,56.0,944.9162498741231,3,Concentrated High-Cost Incidents
Brazil,2024,Ransomware,Healthcare,6.67,553944,Hacker Group,Social Engineering,Encryption,64.0,12.040928324884826,1,Widespread Low-Loss Incidents
Russia,2024,Ransomware,Banking,80.29,507258,Nation-state,Social Engineering,Antivirus,30.0,158.28237307247988,0,High-Impact Rapid-Response Incidents
Russia,2024,DDoS,Government,94.6,82500,Hacker Group,Zero-day,AI-based Detection,28.0,1146.6666666666667,3,Concentrated High-Cost Incidents
Germany,2021,SQL Injection,Retail,27.54,383781,Nation-state,Zero-day,Antivirus,57.0,71.75967543989931,2,Critical High-Impact Incidents
Australia,2020,Ransomware,Banking,97.48,647303,Insider,Zero-day,Antivirus,37.0,150.5940803611292,2,Critical High-Impact Incidents
USA,2016,Phishing,IT,68.23,877998,Nation-state,Weak Passwords,Antivirus,23.0,77.71088316829879,0,High-Impact Rapid-Response Incidents
India,2015,SQL Injection,Government,56.84,631420,Nation-state,Unpatched Software,Firewall,68.0,90.01932152925153,2,Critical High-Impact Incidents
France,2023,Ransomware,Telecommunications,84.79,263566,Hacker Group,Zero-day,AI-based Detection,64.0,321.70310282813415,2,Critical High-Impact Incidents
UK,2021,Ransomware,Banking,4.22,65148,Nation-state,Weak Passwords,VPN,15.0,64.77558789218395,1,Widespread Low-Loss Incidents
Russia,2020,Ransomware,Telecommunications,58.73,345623,Unknown,Weak Passwords,AI-based Detection,67.0,169.92503392424695,2,Critical High-Impact Incidents
China,2015,Ransomware,IT,60.43,962452,Nation-state,Unpatched Software,Encryption,34.0,62.787546807529104,0,High-Impact Rapid-Response Incidents
Germany,2024,Phishing,IT,2.85,951767,Nation-state,Weak Passwords,AI-based Detection,10.0,2.994430359531272,1,Widespread Low-Loss Incidents
UK,2016,SQL Injection,Education,43.55,712306,Hacker Group,Social Engineering,Firewall,29.0,61.13945411101409,0,High-Impact Rapid-Response Incidents
UK,2016,Ransomware,Telecommunications,11.83,365116,Hacker Group,Social Engineering,Encryption,66.0,32.400661707512135,1,Widespread Low-Loss Incidents
USA,2021,Man-in-the-Middle,Banking,64.96,485702,Unknown,Unpatched Software,Firewall,51.0,133.74455942120886,2,Critical High-Impact Incidents
USA,2023,SQL Injection,IT,19.37,49480,Hacker Group,Social Engineering,Encryption,17.0,391.47130153597413,3,Concentrated High-Cost Incidents
Australia,2019,Phishing,Education,46.64,971148,Insider,Unpatched Software,Firewall,44.0,48.02563563946999,2,Critical High-Impact Incidents
USA,2018,DDoS,Banking,31.54,513005,Unknown,Social Engineering,VPN,62.0,61.480882252609625,2,Critical High-Impact Incidents
Germany,2019,Malware,Retail,6.47,360381,Unknown,Zero-day,VPN,62.0,17.953221729225458,1,Widespread Low-Loss Incidents
Brazil,2021,DDoS,Banking,96.23,649383,Unknown,Weak Passwords,Encryption,59.0,148.18681733276048,2,Critical High-Impact Incidents
Germany,2022,SQL Injection,Banking,89.74,155736,Nation-state,Social Engineering,Encryption,63.0,576.2315713772025,2,Critical High-Impact Incidents
USA,2023,Malware,Healthcare,54.29,443715,Unknown,Social Engineering,Antivirus,54.0,122.35331237393372,2,Critical High-Impact Incidents
Australia,2022,DDoS,Telecommunications,4.81,683733,Nation-state,Zero-day,VPN,65.0,7.034909825911576,1,Widespread Low-Loss Incidents
Brazil,2019,DDoS,Healthcare,42.16,400214,Unknown,Zero-day,Firewall,58.0,105.34364115198369,2,Critical High-Impact Incidents
Brazil,2024,Ransomware,IT,74.06,813472,Hacker Group,Zero-day,VPN,17.0,91.04185515912042,0,High-Impact Rapid-Response Incidents
France,2021,Ransomware,Banking,27.1,199832,Nation-state,Weak Passwords,Antivirus,54.0,135.61391568917892,2,Critical High-Impact Incidents
India,2017,Malware,IT,22.04,210495,Insider,Weak Passwords,Firewall,18.0,104.70557495427445,0,High-Impact Rapid-Response Incidents
China,2023,Man-in-the-Middle,Education,49.53,923445,Hacker Group,Unpatched Software,VPN,42.0,53.63611260010071,2,Critical High-Impact Incidents
Japan,2019,Man-in-the-Middle,Education,1.72,407485,Insider,Unpatched Software,AI-based Detection,22.0,4.221014270463943,1,Widespread Low-Loss Incidents
Russia,2020,Man-in-the-Middle,Government,97.39,517452,Unknown,Zero-day,Firewall,9.0,188.21069393876147,0,High-Impact Rapid-Response Incidents
Germany,2017,Ransomware,Retail,68.73,509742,Nation-state,Zero-day,Antivirus,43.0,134.8329154748873,2,Critical High-Impact Incidents
USA,2019,Malware,Healthcare,57.85,412236,Nation-state,Weak Passwords,Antivirus,36.0,140.3322368740236,0,High-Impact Rapid-Response Incidents
Germany,2017,Malware,Healthcare,6.58,592988,Hacker Group,Unpatched Software,VPN,43.0,11.096345963156084,1,Widespread Low-Loss Incidents
USA,2019,Ransomware,Banking,47.25,451510,Hacker Group,Zero-day,VPN,45.0,104.648844986822,2,Critical High-Impact Incidents
India,2021,Ransomware,Education,20.26,144065,Insider,Unpatched Software,Firewall,62.0,140.63096518932426,2,Critical High-Impact Incidents
India,2024,DDoS,Telecommunications,85.02,700440,Hacker Group,Weak Passwords,VPN,23.0,121.38084632516704,0,High-Impact Rapid-Response Incidents
France,2024,Phishing,IT,64.54,255689,Unknown,Zero-day,Antivirus,54.0,252.4160210255428,2,Critical High-Impact Incidents
Japan,2017,Malware,Retail,74.01,750473,Unknown,Zero-day,Antivirus,41.0,98.61780503762294,2,Critical High-Impact Incidents
UK,2015,Malware,Government,68.8,284512,Nation-state,Social Engineering,Antivirus,23.0,241.81756832752222,0,High-Impact Rapid-Response Incidents
Japan,2021,Malware,Education,76.8,607544,Nation-state,Weak Passwords,Encryption,56.0,126.41059742175052,2,Critical High-Impact Incidents
UK,2016,Ransomware,Banking,92.39,61764,Hacker Group,Social Engineering,Encryption,38.0,1495.8551907259894,3,Concentrated High-Cost Incidents
USA,2023,DDoS,Telecommunications,11.73,489053,Nation-state,Zero-day,Antivirus,29.0,23.98513044598438,1,Widespread Low-Loss Incidents
China,2020,SQL Injection,Telecommunications,29.31,8884,Nation-state,Weak Passwords,Firewall,23.0,3299.18955425484,3,Concentrated High-Cost Incidents
Germany,2017,Ransomware,Retail,91.67,80135,Hacker Group,Social Engineering,AI-based Detection,35.0,1143.9445934984712,3,Concentrated High-Cost Incidents
USA,2022,Phishing,Retail,47.66,20064,Insider,Social Engineering,Encryption,61.0,2375.3987240829347,3,Concentrated High-Cost Incidents
India,2022,SQL Injection,Telecommunications,95.74,849940,Insider,Weak Passwords,AI-based Detection,61.0,112.64324540555803,2,Critical High-Impact Incidents
Japan,2021,Ransomware,Government,79.25,437649,Hacker Group,Weak Passwords,Firewall,10.0,181.0811860646317,0,High-Impact Rapid-Response Incidents
Australia,2020,SQL Injection,Telecommunications,43.69,269137,Unknown,Unpatched Software,AI-based Detection,18.0,162.33368135930772,0,High-Impact Rapid-Response Incidents
UK,2018,Malware,Telecommunications,23.27,233460,Insider,Unpatched Software,Antivirus,11.0,99.67446243467832,0,High-Impact Rapid-Response Incidents
UK,2015,SQL Injection,Banking,6.96,474585,Nation-state,Unpatched Software,Firewall,34.0,14.665444546287809,1,Widespread Low-Loss Incidents
Russia,2024,SQL Injection,Government,41.65,674211,Hacker Group,Weak Passwords,Firewall,54.0,61.775912881872294,2,Critical High-Impact Incidents
Brazil,2020,Phishing,Healthcare,18.79,267178,Nation-state,Social Engineering,Firewall,56.0,70.32764673738107,2,Critical High-Impact Incidents
Russia,2022,DDoS,Healthcare,58.93,104121,Hacker Group,Zero-day,Firewall,15.0,565.9761239327321,3,Concentrated High-Cost Incidents
UK,2020,Ransomware,IT,83.29,217598,Hacker Group,Unpatched Software,Encryption,24.0,382.77006222483664,0,High-Impact Rapid-Response Incidents
China,2024,Ransomware,Government,65.96,44082,Nation-state,Social Engineering,VPN,48.0,1496.302345628601,3,Concentrated High-Cost Incidents
India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49.0,2255.6959631928908,3,Concentrated High-Cost Incidents
Australia,2022,Man-in-the-Middle,Banking,34.16,346224,Nation-state,Zero-day,Encryption,64.0,98.66444844955866,2,Critical High-Impact Incidents
Australia,2015,DDoS,IT,61.01,419127,Unknown,Social Engineering,Firewall,26.0,145.5644709121579,0,High-Impact Rapid-Response Incidents
USA,2024,Man-in-the-Middle,Education,53.59,810539,Unknown,Weak Passwords,Antivirus,22.0,66.11649778727488,0,High-Impact Rapid-Response Incidents
USA,2020,DDoS,Retail,11.79,692784,Hacker Group,Unpatched Software,Firewall,2.0,17.01829141550613,1,Widespread Low-Loss Incidents
USA,2020,SQL Injection,Retail,16.98,315050,Unknown,Unpatched Software,Encryption,8.0,53.89620695127758,0,High-Impact Rapid-Response Incidents
India,2016,SQL Injection,IT,29.24,786464,Unknown,Weak Passwords,Encryption,38.0,37.17906986206616,2,Critical High-Impact Incidents
UK,2023,Man-in-the-Middle,IT,20.35,140061,Hacker Group,Weak Passwords,AI-based Detection,42.0,145.2938362570594,1,Widespread Low-Loss Incidents
Brazil,2021,SQL Injection,IT,34.32,673923,Hacker Group,Unpatched Software,Encryption,3.0,50.92569922676626,0,High-Impact Rapid-Response Incidents
Japan,2017,SQL Injection,Government,35.88,221051,Insider,Zero-day,Encryption,18.0,162.315483757142,0,High-Impact Rapid-Response Incidents
Russia,2017,SQL Injection,Banking,33.84,442940,Nation-state,Unpatched Software,AI-based Detection,7.0,76.39860929245496,0,High-Impact Rapid-Response Incidents
Russia,2024,SQL Injection,Telecommunications,17.21,677688,Nation-state,Zero-day,Encryption,31.0,25.395167097543414,1,Widespread Low-Loss Incidents
Russia,2017,Ransomware,Education,95.08,679860,Unknown,Social Engineering,Encryption,66.0,139.85232253699292,2,Critical High-Impact Incidents
Germany,2016,Phishing,Retail,27.85,963983,Unknown,Zero-day,Encryption,45.0,28.890550974446644,2,Critical High-Impact Incidents
UK,2020,DDoS,Retail,18.52,125100,Unknown,Weak Passwords,VPN,61.0,148.0415667466027,2,Critical High-Impact Incidents
China,2016,DDoS,Education,81.31,815317,Hacker Group,Social Engineering,Antivirus,72.0,99.72808122484874,2,Critical High-Impact Incidents
China,2020,Man-in-the-Middle,Retail,34.82,500252,Nation-state,Zero-day,Antivirus,29.0,69.60491912076314,0,High-Impact Rapid-Response Incidents
India,2018,DDoS,Education,55.3,512953,Unknown,Weak Passwords,Firewall,57.0,107.80714802330817,2,Critical High-Impact Incidents
India,2023,Phishing,IT,88.71,337377,Hacker Group,Social Engineering,AI-based Detection,23.0,262.94027156563726,0,High-Impact Rapid-Response Incidents
India,2024,DDoS,Retail,0.6,766733,Insider,Zero-day,AI-based Detection,55.0,0.7825409888448782,1,Widespread Low-Loss Incidents
USA,2023,Malware,Retail,50.02,578310,Nation-state,Weak Passwords,Antivirus,15.0,86.49340319205962,0,High-Impact Rapid-Response Incidents
France,2022,Man-in-the-Middle,Telecommunications,12.96,255574,Insider,Social Engineering,Firewall,69.0,50.70938358361962,1,Widespread Low-Loss Incidents
China,2023,Phishing,IT,43.58,169152,Nation-state,Unpatched Software,Encryption,49.0,257.6381006432085,2,Critical High-Impact Incidents
USA,2020,Man-in-the-Middle,IT,33.22,216472,Unknown,Zero-day,Encryption,55.0,153.46095568941942,2,Critical High-Impact Incidents
Japan,2020,Phishing,Retail,38.96,370096,Nation-state,Weak Passwords,Encryption,23.0,105.26998400415027,0,High-Impact Rapid-Response Incidents
India,2020,Phishing,Telecommunications,30.14,742555,Insider,Zero-day,Firewall,57.0,40.589585956595805,2,Critical High-Impact Incidents
Russia,2020,Man-in-the-Middle,IT,21.72,870019,Insider,Social Engineering,AI-based Detection,5.0,24.964972029346484,0,High-Impact Rapid-Response Incidents
Australia,2022,Malware,IT,93.2,941679,Hacker Group,Social Engineering,Antivirus,43.0,98.97215505496034,2,Critical High-Impact Incidents
France,2024,DDoS,Retail,88.17,738419,Unknown,Zero-day,Firewall,11.0,119.4037531536973,0,High-Impact Rapid-Response Incidents
Brazil,2018,Phishing,Retail,42.46,4136,Nation-state,Zero-day,Encryption,23.0,10265.95744680851,3,Concentrated High-Cost Incidents
India,2022,SQL Injection,Education,61.41,995847,Nation-state,Social Engineering,Encryption,1.0,61.666099310436245,0,High-Impact Rapid-Response Incidents
Japan,2022,Ransomware,Education,51.51,536995,Hacker Group,Weak Passwords,Encryption,3.0,95.92268084432816,0,High-Impact Rapid-Response Incidents
Germany,2016,Malware,Telecommunications,77.7,57200,Hacker Group,Social Engineering,VPN,26.0,1358.3916083916083,3,Concentrated High-Cost Incidents
USA,2016,Phishing,Government,14.65,936566,Nation-state,Social Engineering,VPN,61.0,15.642250519450846,1,Widespread Low-Loss Incidents
Japan,2019,DDoS,Healthcare,68.4,567370,Insider,Unpatched Software,VPN,9.0,120.55625077110174,0,High-Impact Rapid-Response Incidents
India,2015,Malware,Banking,34.51,970056,Hacker Group,Unpatched Software,Firewall,30.0,35.57526575785315,0,High-Impact Rapid-Response Incidents
Brazil,2020,Ransomware,IT,71.74,3432,Hacker Group,Unpatched Software,AI-based Detection,45.0,20903.263403263405,3,Concentrated High-Cost Incidents
Brazil,2015,Malware,Education,37.54,49473,Insider,Social Engineering,Firewall,51.0,758.7977280536859,3,Concentrated High-Cost Incidents
France,2019,Man-in-the-Middle,IT,76.35,460984,Hacker Group,Zero-day,Firewall,55.0,165.62396959547402,2,Critical High-Impact Incidents
UK,2024,Phishing,IT,71.2,228010,Nation-state,Social Engineering,Antivirus,59.0,312.2670058330775,2,Critical High-Impact Incidents
Russia,2024,Ransomware,Government,48.88,172789,Hacker Group,Unpatched Software,VPN,10.0,282.88837831111937,0,High-Impact Rapid-Response Incidents
China,2020,Man-in-the-Middle,Retail,48.24,338732,Nation-state,Unpatched Software,Firewall,15.0,142.41347141693137,0,High-Impact Rapid-Response Incidents
Germany,2017,Ransomware,Healthcare,32.0,175755,Insider,Weak Passwords,Firewall,30.0,182.0716338084265,0,High-Impact Rapid-Response Incidents
Brazil,2023,DDoS,Education,50.34,897521,Nation-state,Social Engineering,AI-based Detection,19.0,56.08782412890618,0,High-Impact Rapid-Response Incidents
Russia,2016,Ransomware,Healthcare,5.18,719532,Insider,Unpatched Software,VPN,10.0,7.1991238749631705,1,Widespread Low-Loss Incidents
Australia,2024,DDoS,Government,95.28,583925,Insider,Zero-day,Encryption,70.0,163.17164019351802,2,Critical High-Impact Incidents
Russia,2016,Phishing,Retail,70.4,480522,Unknown,Zero-day,Antivirus,72.0,146.5073399344879,2,Critical High-Impact Incidents
Brazil,2015,SQL Injection,IT,47.2,16957,Unknown,Zero-day,Firewall,49.0,2783.51123429852,3,Concentrated High-Cost Incidents
France,2016,Ransomware,IT,29.35,316228,Unknown,Unpatched Software,VPN,7.0,92.81278065193467,0,High-Impact Rapid-Response Incidents
Australia,2018,SQL Injection,Banking,20.28,363414,Insider,Unpatched Software,Antivirus,59.0,55.80412422196173,2,Critical High-Impact Incidents
UK,2015,Man-in-the-Middle,Telecommunications,71.9,733671,Insider,Zero-day,VPN,20.0,98.00032984811993,0,High-Impact Rapid-Response Incidents
France,2019,SQL Injection,Telecommunications,27.91,399457,Nation-state,Weak Passwords,Firewall,48.0,69.86984831909317,2,Critical High-Impact Incidents
China,2017,DDoS,Government,57.34,171772,Nation-state,Social Engineering,Firewall,8.0,333.8145914351582,0,High-Impact Rapid-Response Incidents
USA,2015,Phishing,Government,82.4,197305,Insider,Unpatched Software,AI-based Detection,34.0,417.6275309799549,0,High-Impact Rapid-Response Incidents
Russia,2023,Ransomware,Healthcare,15.08,677971,Insider,Social Engineering,VPN,51.0,22.24283929548609,1,Widespread Low-Loss Incidents
India,2021,Man-in-the-Middle,Banking,55.12,942454,Hacker Group,Social Engineering,VPN,66.0,58.4856130909307,2,Critical High-Impact Incidents
Russia,2022,Ransomware,Government,38.84,211205,Insider,Unpatched Software,Antivirus,54.0,183.89716152553206,2,Critical High-Impact Incidents
Japan,2024,Malware,Telecommunications,42.79,483399,Insider,Zero-day,Antivirus,50.0,88.5190081071744,2,Critical High-Impact Incidents
China,2016,DDoS,Telecommunications,97.83,699791,Nation-state,Weak Passwords,Encryption,2.0,139.79888280929592,0,High-Impact Rapid-Response Incidents
Germany,2019,Phishing,Education,10.04,679314,Nation-state,Unpatched Software,Antivirus,39.0,14.779615906635224,1,Widespread Low-Loss Incidents
Brazil,2020,SQL Injection,Retail,96.97,466897,Insider,Unpatched Software,VPN,58.0,207.69034712152788,2,Critical High-Impact Incidents
Brazil,2024,SQL Injection,Healthcare,41.05,175957,Hacker Group,Zero-day,Antivirus,69.0,233.29563472893946,2,Critical High-Impact Incidents
India,2019,Ransomware,Government,10.37,912202,Nation-state,Weak Passwords,VPN,15.0,11.368096101521374,1,Widespread Low-Loss Incidents
Russia,2019,DDoS,Education,33.73,985398,Nation-state,Social Engineering,Antivirus,54.0,34.22982388841869,2,Critical High-Impact Incidents
China,2023,SQL Injection,Education,4.18,715127,Nation-state,Weak Passwords,Antivirus,60.0,5.845115622819443,1,Widespread Low-Loss Incidents
USA,2021,Malware,Retail,72.24,472835,Hacker Group,Unpatched Software,Encryption,57.0,152.78056827434517,2,Critical High-Impact Incidents
Australia,2016,DDoS,Healthcare,98.25,412019,Unknown,Weak Passwords,Antivirus,34.0,238.4598768503394,0,High-Impact Rapid-Response Incidents
India,2021,SQL Injection,Retail,85.69,172469,Insider,Weak Passwords,Antivirus,16.0,496.84291089992985,0,High-Impact Rapid-Response Incidents
UK,2015,Phishing,Banking,39.12,893284,Unknown,Unpatched Software,AI-based Detection,21.0,43.79346322110325,0,High-Impact Rapid-Response Incidents
India,2021,Malware,Telecommunications,82.66,586,Hacker Group,Zero-day,VPN,23.0,141058.0204778157,3,Concentrated High-Cost Incidents
Japan,2017,Phishing,IT,49.12,845169,Nation-state,Social Engineering,VPN,1.0,58.118553804032096,0,High-Impact Rapid-Response Incidents
Germany,2018,Ransomware,Government,89.36,184748,Unknown,Unpatched Software,Firewall,4.0,483.6858856388161,0,High-Impact Rapid-Response Incidents
Japan,2021,Malware,Healthcare,77.84,783976,Nation-state,Weak Passwords,Firewall,62.0,99.2887537373593,2,Critical High-Impact Incidents
France,2015,Phishing,IT,49.84,282583,Unknown,Weak Passwords,VPN,15.0,176.3729594490822,0,High-Impact Rapid-Response Incidents
Germany,2020,SQL Injection,Healthcare,96.31,591828,Unknown,Unpatched Software,Encryption,16.0,162.73309137114163,0,High-Impact Rapid-Response Incidents
India,2018,SQL Injection,Government,18.44,27344,Nation-state,Zero-day,VPN,1.0,674.3709771796372,3,Concentrated High-Cost Incidents
Australia,2024,Ransomware,Healthcare,18.16,200307,Unknown,Social Engineering,Antivirus,59.0,90.66083561732741,2,Critical High-Impact Incidents
China,2018,Man-in-the-Middle,IT,68.28,528411,Insider,Zero-day,AI-based Detection,10.0,129.21759766545358,0,High-Impact Rapid-Response Incidents
France,2015,Phishing,Banking,95.72,551812,Insider,Weak Passwords,Encryption,69.0,173.46487571854183,2,Critical High-Impact Incidents
Brazil,2019,SQL Injection,Education,96.6,975019,Unknown,Unpatched Software,Firewall,38.0,99.07499238476379,2,Critical High-Impact Incidents
China,2015,DDoS,Government,97.15,399851,Nation-state,Social Engineering,VPN,38.0,242.9655046504823,2,Critical High-Impact Incidents
India,2024,Ransomware,Government,79.3,998833,Hacker Group,Social Engineering,Firewall,21.0,79.39265122397838,0,High-Impact Rapid-Response Incidents
France,2017,Man-in-the-Middle,Education,76.35,517640,Hacker Group,Unpatched Software,Firewall,4.0,147.49632949540222,0,High-Impact Rapid-Response Incidents
Russia,2023,DDoS,Banking,33.51,615332,Hacker Group,Social Engineering,AI-based Detection,65.0,54.45840619372956,2,Critical High-Impact Incidents
France,2017,SQL Injection,Healthcare,96.08,592364,Insider,Weak Passwords,Antivirus,21.0,162.1975677117448,0,High-Impact Rapid-Response Incidents
China,2020,Phishing,Education,33.69,943680,Insider,Zero-day,AI-based Detection,46.0,35.70066124109868,2,Critical High-Impact Incidents
Brazil,2017,Man-in-the-Middle,Retail,17.99,506551,Unknown,Unpatched Software,Antivirus,53.0,35.51468657647502,1,Widespread Low-Loss Incidents
Japan,2022,Ransomware,Government,86.84,122651,Insider,Weak Passwords,AI-based Detection,59.0,708.0252097414616,2,Critical High-Impact Incidents
USA,2018,Man-in-the-Middle,Retail,97.62,459039,Nation-state,Weak Passwords,Firewall,68.0,212.6616692699313,2,Critical High-Impact Incidents
Germany,2021,Ransomware,IT,25.85,176331,Insider,Weak Passwords,Antivirus,25.0,146.5992933743925,0,High-Impact Rapid-Response Incidents
USA,2018,Ransomware,Healthcare,27.37,543437,Unknown,Unpatched Software,Firewall,20.0,50.364623682229954,0,High-Impact Rapid-Response Incidents
Germany,2022,SQL Injection,Telecommunications,29.02,859311,Insider,Zero-day,AI-based Detection,47.0,33.77124230924543,2,Critical High-Impact Incidents
USA,2018,DDoS,Retail,90.78,877041,Unknown,Unpatched Software,VPN,48.0,103.5071336459755,2,Critical High-Impact Incidents
France,2022,Ransomware,Healthcare,42.33,657939,Nation-state,Social Engineering,Antivirus,47.0,64.33727138838098,2,Critical High-Impact Incidents
Japan,2019,DDoS,Banking,81.89,920270,Nation-state,Unpatched Software,Antivirus,20.0,88.98475447423039,0,High-Impact Rapid-Response Incidents
USA,2015,Ransomware,Healthcare,43.81,905935,Unknown,Unpatched Software,VPN,60.0,48.35887784443696,2,Critical High-Impact Incidents
Australia,2019,Malware,Telecommunications,93.71,217863,Insider,Unpatched Software,VPN,31.0,430.13269807172395,0,High-Impact Rapid-Response Incidents
UK,2020,Man-in-the-Middle,Government,54.29,930468,Insider,Social Engineering,AI-based Detection,35.0,58.34698237875993,0,High-Impact Rapid-Response Incidents
Japan,2022,Phishing,Healthcare,55.72,179545,Unknown,Zero-day,Encryption,15.0,310.34002617728146,0,High-Impact Rapid-Response Incidents
India,2023,Ransomware,Retail,5.57,582097,Insider,Weak Passwords,Antivirus,40.0,9.568851926740733,1,Widespread Low-Loss Incidents
France,2023,SQL Injection,Banking,48.1,360752,Unknown,Zero-day,Antivirus,21.0,133.33259413669225,0,High-Impact Rapid-Response Incidents
India,2020,Phishing,Retail,25.79,907128,Insider,Unpatched Software,Antivirus,13.0,28.430386891375857,0,High-Impact Rapid-Response Incidents
UK,2024,Man-in-the-Middle,Banking,14.84,817793,Hacker Group,Social Engineering,VPN,64.0,18.146401350953113,1,Widespread Low-Loss Incidents
China,2024,Malware,Healthcare,85.76,922209,Nation-state,Zero-day,Antivirus,27.0,92.99410437330367,0,High-Impact Rapid-Response Incidents
